email_text,sentiment
"Subject: Re: GEPs  To:   Hi Cindy,    my mistake - i meant PHI 325 and had a typo (PHI 375).    your GEP plan looks great. you won't need an additional HUM course in Spring 2025 because PHI 325 will count towards that. and yes, PSY470 will count for a STEM elective    you're all set!  --  Nita Bhave",Neutral/Benign
"Subject: Re: 403 Makeup exam 1  To: Mehmet Ozturk <mco@ncsu.edu>  > Professor Ozturk,  > This morning I sent over an email explaining the following but I know sometimes issues arise with email reply threads, so hopefully this email reaches you.  > I feel much better and my energy is returning, and as I’m well prepared for this test and I’d like to take it and not have it dropped if at all possible.  > Since it’s been over 2 days since my fever broke, I shouldn’t be contagious enough to get anyone sick, but of course masks and distancing are precautions I’d like to take especially for a 75 minute exam indoors.  > Let me know how we can work this make-up out, below is my class schedule for the next few days, hopefully there’s a time between them that works for proctoring, thanks again for your accommodations and understanding.  >  > [brackets] indicate class times:  > Friday: [9:35-11:00]-avail.-  > Mon: [8:30-9:45]-unavail.-[3:00-4:15]-avail.-  > Tue: -avail.-[11:45-1:00]-avail.-[3:00-4:15]-avail.-  > --  > Owen Gromyko",Neutral/Benign
"Subject: Re: 403 Makeup Exam 1  To:  Mehmet Ozturk <mco@ncsu.edu>  My apologies about the schedule thing, I definitely understand how it’s confusing. I am able to do the exam right after class, as soon as possible as I have to be in Durham by 11:30, but I think the test can just barely fit in that window. So, let’s plan on directly after class.   Thanks again,   --  Owen Gromyko",Neutral/Benign
"Subject: Re: ECE 305 (001) HW 5 Excuse Request  To:   Owen,    No problem - consider it excused ...      Note that the Moodle site will show a 'zero' but there's nothing I can do about that ...  I keep the 'real' grade spreadsheet as a separate Excel file and that one will excuse the homework set ...    An aside, be sure that you understand this material.  You're guaranteed to see some similar problems on the Final Exam ...      Len      Dr. Leonard W. White, PE  Professor of the Practice    NSF FREEDM Systems Center  NC State University  Raleigh, NC     lenwhite@bellsouth.net  lwwhite@ncsu.edu    (919) 630-3400 (Cell)",Neutral/Benign
"Subject: Engineering Intern Spring Semester 2024  To:   Owen,         Good afternoon. I work for Times Fiber Communications and saw where you had applied for our Spring ‘24 engineering internship. I wanted to see if you were still interested in this position.         Thank you,    Autumn Waters ",Neutral/Benign
"Subject: Re: Engineering Intern Spring Semester 2024  Hi Autumn,     I’m glad to hear from you. Yes, I am still interested and available this spring to intern at TFC, it sounds like a great opportunity!     --  Owen Gromyko",Neutral/Benign
"Subject: Re: Engineering Intern Spring Semester 2024  To:   Owen,         Great! The Manager of our Product Engineering department would like to set up a phone call interview with you. What times during the week work best for you?         Thank you,    Autumn Waters",Neutral/Benign
" Subject: Re: Engineering Intern Spring Semester 2024    I am available during the following times, if nothing works on your end I’d be happy to share my availability farther into the future as well.     Tuesday: 9:00am-11:45am; 1:30pm-3:00pm     Wednesday: 10:00am-3:00pm    Thursday: 9:00am-11:45am; 1:30pm-3:00pm    Friday: none    If you don’t have my cell number already it’s (919) 428-3652.     Let me know what works! ",Neutral/Benign
"Subject: Re: Engineering Intern Spring Semester 2024  To:  Owen,         I apologize. My manager intended for this to be a virtual meeting through Microsoft teams or Zoom and not a phone call. Does this change any of your availability?         Thank you,    Autumn Waters ",Neutral/Benign
" Subject: Re: Engineering Intern Spring Semester 2024  Autumn,     Thanks for the clarification, no, this does not change any of my availability.    Let me know when / how I can expect the call.    Best,    Owen Gromyko",Neutral/Benign
"Subject: Re: Engineering Intern Spring Semester 2024  To:   Owen,         Good afternoon! Will Thursday at 2pm work for you?         Thank you,    Autumn Waters ",Neutral/Benign
"Subject: Re: Engineering Intern Spring Semester 2024  Autumn,    I’ve accepted an offer to work at another company, so I’ll have to withdraw my interest at this time—thank you for your communication and my apologies for any inconvenience or false hopes.      Best wishes,  Owen Gromyko",Neutral/Benign
" Subject: Re: Engineering Intern Spring Semester 2024  To:   Owen,         No worries! Best of luck to you in your future endeavors!         Thank you,    Autumn Waters ",Neutral/Benign
"Subject: Re: Cindy-Post-Graduation Job Opportunities  To:     Wave image       Hi Cindy,         Hope you've had a great semester! My name is Diego Garcia, and I'm reaching out from RippleMatch.         I came across your profile, and I noticed that you're currently wrapping up your undergraduate studies at NC State. If you're still looking for a full-time job post graduation, I thought I'd reach out to offer some support!         Our partners such as Scholastic, KPMG, CarMax, and many more are still actively hiring! I thought you might be interested in some of their available roles across various industries, which you can check out here.         Click on your major or the closest available option to check out and apply to the roles. Feel free to apply to as many opportunities as you'd like!         Best of luck in the job search!         All the best,    Diego              --    Diego Fierst Garcia     Vertical Acquisition Manager    RippleMatch  LinkedIn    He/Him         5 West 19th Street 6th Floor    New York, NY 10011    ❤️    LinkedIn Top 50 Startups - 20th  Inc. Best Places to Work - 4th  GSV Top 150 Most Transformational Companies in Workforce Skills  RippleMatch on Linkedin	RippleMatch on Facebook	RippleMatch on Instagram     Privacy Policy• Terms of Service • Unsubscribe",Neutral/Benign
"  Subject: BME 375 Final Exam - Cindy Nguyen  Hi Bob,    Please see below for my answers to the final exam questions. I want to take this opportunity to thank you for your guidance and support throughout the course. Your insights have been invaluable to my learning experience. Thank you once again.    *************************************    Microcontrollers I - Spring 2024    FINAL EXAMINATION      Q1: Describe in 1 or 2 sentences what each of these Arduino functions or operators do:        random(min, max): Generates pseudo-random numbers. It returns a random number between min and max-1.            delay(): Pauses the program for the amount of time (in milliseconds) specified as a parameter. It is useful for creating   longer delays where timing precision is not critical.            delayMicroseconds(): This function pauses the program for the specified number of microseconds. It is useful for creating   very short delays, especially when working with timing-sensitive components (i.e. sensors or communication protocols).            micros(): Returns the number of microseconds since the Arduino board began running the current program.            millis():  Returns the number of milliseconds since the Arduino board began running the current program            analogWrite(): generates a PWM signal on a specified pin, allowing control over the output voltage level, which is   useful for controlling the brightness of an LED, the speed of a motor, or the position of a servo.            !=  (example: x != y): stands for ""not equal to"" and is used to compare two values. The expression x != y evaluates   to ‘true’ if x is not equal to y, and ‘false’ otherwise.            %:  Calculates the remainder when one integer is divided by another.            &&: It is the logical AND operator used to combine two conditions. It returns true if both conditions it connects   are true, and false            ==: Compares the left variable with the right value or variable in the operator, returning ‘true’ if they are equal.            =:   It is the assignment operator used to assign a value to a variable            EEPROM.put():  Writes values to the EEPROM using variable semantics.            EEPROM.get():  Retrieves values from EEPROM so that we can print them as floats on the serial monitor using Serial.print()  or Serial.println()         Q2: For the millis() function, how long will the counter run before it overflows (reaches its maximum then starts counting again from zero)?        The counter is an ‘unsigned long’ type, which means it can hold values from  0 to 4,294,967,295 (2^32 - 1). This number will overflow (go back to zero), after approximately  50 days.        Q3: For the micros() function, how long will the counter run before it overflows (reaches its maximum then starts counting again from zero)?        The counter is an ‘unsigned long’ type, which means it can hold values from 0 to 4,294,967,295 (2^32 - 1). This number will overflow (go back to zero), after approximately  71.6 minutes.        Q4: For the analogWrite() function, using your Arduino Uno, what are the PWM frequencies that you would get on the analog output pins?        The Arduino Uno's analogWrite() function uses PWM on pins 3, 5, 6, 9, 10, and 11. The PWM frequency on most pins is around  490 Hz, while pins 5 and 6 have a frequency of around  980 Hz.         Q5: On the Arduino Uno, several data types are available.  For the data type ""int"":     - How many bytes are stored in an ""int""?        There are 2 bytes in an “int”.       - What are the minimum and maximum values that can be stored in an int?        The minimum value that can be stored is -32,768,   and the maximum value is 32,767 in an int.        Q6: On the Arduino Uno, several data types are available.  For the data type ""float"":     - How many bytes are stored in a ""float""?         There are 4 bytes in a “float”.       - What are the minimum and maximum values that can be stored in a float?        “float” data type can represent a wide range of values. The minimum value that can be stored in a float is -3.4028235E+38 and   the maximum value is 3.4028235E+38.        Q7: On the Arduino Uno, several data types are available.  For the data type ""unsigned int"":     - How many bytes are stored in an ""unsigned int""?        There are 2 bytes in an “unsigned int”.       - What are the minimum and maximum values that can be stored in an unsigned int?        The minimum value that can be stored in an unsigned int is  0, and the maximum value is  65,535.        Q8: On the Arduino Uno, several data types are available.  For the data type ""long"":     - How many bytes are stored in a ""long""?        There are 4 bytes in “long”.       - What are the minimum and maximum values that can be stored in a long?        The minimum value that can be stored in a long is  -2,147,483,648, and the maximum value is  2,147,483,647.        Q9: Many Arduino circuits are built using a solderless breadboard. These can cause problems. Describe at least one major problem that can be caused by using a solderless breadboard?        Solderless breadboards can cause problems with complex circuits because of the large amount of wiring required. A major issue with solderless breadboards is their less secure connections compared to   soldered ones, which can lead to unreliable circuit behavior especially with high-frequency or high-current circuits.        Q10:    What is an ""internal pullup""?        An ""internal pullup"" is a resistor that can be internally connected to a digital input pin in an Arduino. It pulls the pin's voltage to HIGH (5V) when the pin is not actively driven LOW (0V), helping   maintain a defined voltage level on the pin in the absence of an external circuit. This prevents floating inputs and reduces electrical noise.        How do you use it (how do you activate it)?        To activate the internal pullup resistor, you use the  pinMode()  function with the mode INPUT_PULLUP. For example,  pinMode(pin, INPUT_PULLUP);        What command is used by Arduino to activate an internal pullup?        pinMode(pin, INPUT_PULLUP);        What does it do?        The INPUT_PULLUP mode in Arduino sets a digital pin to the HIGH level by connecting an internal resistor between the digital pin and the power supply (VCC). This pull-up resistor typically has a value   of around 20-50 kΩ and helps prevent floating inputs, which can lead to high current consumption.        Why would you use it?        An internal pullup is used to simplify circuit design by removing the necessity for an external resistor to pull a digital input pin to the HIGH level. This is particularly useful when connecting switches   or buttons that are normally open, as the internal pullup resistor ensures a stable HIGH state when the switch or button is not pressed.        Q11: To find answers to questions you may have in the future, for further learning, or to see new project Ideas, list at least three resources that are freely available to you:        Arduino Forum: The forum is helpful for seeking answers to Arduino-related questions and discovering fresh project   ideas.          ChatGPT:  It's a useful tool for debugging code and getting answers to various questions, although its accuracy may vary.          Classmates:  Other students in the class could offer insights and solutions to common problems, making them a great resource for addressing questions.          Youtube: It’s a rich source of tutorials and project demonstrations for Arduino enthusiasts.        Q12: Think of a medical or health-related device that you could build using a microcontroller such as an Arduino. Describe the device, what it is useful for, and how it would work, with a brief discussion of the features you would use to make the device function.        A medical device that I could build using a microcontroller such as an Arduino is the  Finger Pulse Oximeter.  It is used to measure blood oxygen saturation (SpO2) and heart rate. The device uses LEDs to emit light through a finger, which is then measured by a photodetector to determine the SpO2 and calculate   the heart rate. The microcontroller controls the LEDs, reads the photodetector signal, processes the data to calculate SpO2 and heart rate, and displays the results on a screen.            Features:          LEDs: Emit light at specific wavelengths (usually red) to penetrate the skin and blood.          Photodetector: Detect the light transmitted through the finger and convert it into an electrical signal.          Signal Processing: Algorithms to process the photodetector signal and calculate SpO2 and heart rate.              Sent: Tuesday, April 23, 2024 2:48 AM  To: bob bobslab.com <bob@bobslab.com>  Cc: bob@unc.edu <bob@unc.edu>;   Subject: BME 375 Final Exam - Cindy Nguyen   Display: Show the measured SpO2 and heart rate values.          User Interface: Buttons or a touchscreen to control the device and navigate menus.          Power Supply: Battery or external power source to power the device.        Note: Alternatively, an oximeter sensor such as the MAX30101 by SparkFun can be used in replacement of the LEDs and the photodetector. The MAX30101 performs sensing by using its internal LEDs to bounce light off the arteries and arterioles in the finger's subcutaneous layer, while its photodetectors sense how much light is absorbed.     *************************************    Sincerely,  Cindy N.",Neutral/Benign
